,Week,Team1,Score1,Team2,Score2,Year,Type
0,1,Crusaders,89.0,Street Fighters,59.0,2005,Regular
1,1,Crackers,51.0,Uncle Bill,71.0,2005,Regular
2,1,Afternoon Delights,82.0,Bubba,95.0,2005,Regular
3,1,Fuzzman,59.0,Monstars,73.0,2005,Regular
4,2,Fuzzman,84.0,Crusaders,115.0,2005,Regular
5,2,Street Fighters,115.0,Crackers,80.0,2005,Regular
6,2,Uncle Bill,109.0,Afternoon Delights,76.0,2005,Regular
7,2,Bubba,72.0,Monstars,57.0,2005,Regular
8,3,Crusaders,116.0,Crackers,132.0,2005,Regular
9,3,Afternoon Delights,82.0,Street Fighters,86.0,2005,Regular
10,3,Monstars,116.0,Uncle Bill,73.0,2005,Regular
11,3,Fuzzman,101.0,Bubba,77.0,2005,Regular
12,4,Afternoon Delights,89.0,Crusaders,140.0,2005,Regular
13,4,Fuzzman,99.0,Crackers,131.0,2005,Regular
14,4,Street Fighters,63.0,Monstars,104.0,2005,Regular
15,4,Uncle Bill,94.0,Bubba,75.0,2005,Regular
16,5,Crusaders,91.0,Monstars,106.0,2005,Regular
17,5,Crackers,112.0,Afternoon Delights,77.0,2005,Regular
18,5,Bubba,78.0,Street Fighters,71.0,2005,Regular
19,5,Fuzzman,83.0,Uncle Bill,53.0,2005,Regular
20,6,Bubba,107.0,Crusaders,106.0,2005,Regular
21,6,Monstars,102.0,Crackers,139.0,2005,Regular
22,6,Fuzzman,74.0,Afternoon Delights,69.0,2005,Regular
23,6,Street Fighters,85.0,Uncle Bill,84.0,2005,Regular
24,7,Crusaders,102.0,Uncle Bill,80.0,2005,Regular
25,7,Crackers,87.0,Bubba,77.0,2005,Regular
26,7,Afternoon Delights,97.0,Monstars,99.0,2005,Regular
27,7,Fuzzman,69.0,Street Fighters,52.0,2005,Regular
28,8,Street Fighters,124.0,Crusaders,83.0,2005,Regular
29,8,Uncle Bill,85.0,Crackers,71.0,2005,Regular
30,8,Bubba,93.0,Afternoon Delights,86.0,2005,Regular
31,8,Monstars,66.0,Fuzzman,47.0,2005,Regular
32,9,Crusaders,93.0,Fuzzman,70.0,2005,Regular
33,9,Crackers,133.0,Street Fighters,55.0,2005,Regular
34,9,Afternoon Delights,79.0,Uncle Bill,78.0,2005,Regular
35,9,Monstars,106.0,Bubba,80.0,2005,Regular
36,10,Crackers,114.0,Crusaders,88.0,2005,Regular
37,10,Street Fighters,80.0,Afternoon Delights,78.0,2005,Regular
38,10,Uncle Bill,49.0,Monstars,91.0,2005,Regular
39,10,Bubba,103.0,Fuzzman,69.0,2005,Regular
40,11,Crusaders,88.0,Afternoon Delights,61.0,2005,Regular
41,11,Crackers,118.0,Fuzzman,105.0,2005,Regular
42,11,Monstars,96.0,Street Fighters,73.0,2005,Regular
43,11,Bubba,107.0,Uncle Bill,119.0,2005,Regular
44,12,Monstars,98.0,Crusaders,136.0,2005,Regular
45,12,Afternoon Delights,70.0,Crackers,93.0,2005,Regular
46,12,Street Fighters,97.0,Bubba,102.0,2005,Regular
47,12,Uncle Bill,68.0,Fuzzman,85.0,2005,Regular
48,13,Crusaders,53.0,Bubba,85.0,2005,Regular
49,13,Crackers,88.0,Monstars,101.0,2005,Regular
50,13,Afternoon Delights,66.0,Fuzzman,62.0,2005,Regular
51,13,Uncle Bill,73.0,Street Fighters,68.0,2005,Regular
52,14,Monstars,91.0,Crusaders,69.0,2005,Regular
53,14,Crackers,103.0,Bubba,115.0,2005,Regular
54,14,Uncle Bill,89.0,Fuzzman,77.0,2005,Regular
55,14,Street Fighters,64.0,Afternoon Delights,91.0,2005,Regular
56,15,Monstars,84.0,Bubba,96.0,2005,Playoff
57,15,Crackers,87.0,Crusaders,71.0,2005,Playoff
58,15,Uncle Bill,97.0,Afternoon Delights,61.0,2005,Playoff
59,15,Fuzzman,66.0,Street Fighters,96.0,2005,Playoff
0,1,Crusaders,89.0,Street Fighters,89.0,2006,Regular
1,1,Crackers,75.0,Uncle Bill,70.0,2006,Regular
2,1,Afternoon Delights,46.0,Bubba,68.0,2006,Regular
3,1,Fuzzman,86.0,Monstars,118.0,2006,Regular
4,2,Fuzzman,89.0,Crusaders,118.0,2006,Regular
5,2,Street Fighters,91.0,Crackers,64.0,2006,Regular
6,2,Uncle Bill,94.0,Afternoon Delights,77.0,2006,Regular
7,2,Bubba,86.0,Monstars,83.0,2006,Regular
8,3,Crusaders,70.0,Crackers,72.0,2006,Regular
9,3,Afternoon Delights,74.0,Street Fighters,94.0,2006,Regular
10,3,Monstars,61.0,Uncle Bill,80.0,2006,Regular
11,3,Fuzzman,76.0,Bubba,74.0,2006,Regular
12,4,Afternoon Delights,99.0,Crusaders,71.0,2006,Regular
13,4,Fuzzman,91.0,Crackers,71.0,2006,Regular
14,4,Street Fighters,55.0,Monstars,109.0,2006,Regular
15,4,Uncle Bill,112.0,Bubba,67.0,2006,Regular
16,5,Crusaders,65.0,Monstars,94.0,2006,Regular
17,5,Crackers,71.0,Afternoon Delights,66.0,2006,Regular
18,5,Bubba,62.0,Street Fighters,58.0,2006,Regular
19,5,Fuzzman,70.0,Uncle Bill,110.0,2006,Regular
20,6,Bubba,80.0,Crusaders,103.0,2006,Regular
21,6,Monstars,85.0,Crackers,42.0,2006,Regular
22,6,Fuzzman,65.0,Afternoon Delights,135.0,2006,Regular
23,6,Street Fighters,100.0,Uncle Bill,114.0,2006,Regular
24,7,Crusaders,116.0,Uncle Bill,56.0,2006,Regular
25,7,Crackers,65.0,Bubba,70.0,2006,Regular
26,7,Afternoon Delights,85.0,Monstars,86.0,2006,Regular
27,7,Fuzzman,67.0,Street Fighters,106.0,2006,Regular
28,8,Street Fighters,94.0,Crusaders,105.0,2006,Regular
29,8,Uncle Bill,57.0,Crackers,113.0,2006,Regular
30,8,Bubba,66.0,Afternoon Delights,58.0,2006,Regular
31,8,Monstars,122.0,Fuzzman,101.0,2006,Regular
32,9,Crusaders,88.0,Fuzzman,56.0,2006,Regular
33,9,Crackers,89.0,Street Fighters,63.0,2006,Regular
34,9,Afternoon Delights,127.0,Uncle Bill,85.0,2006,Regular
35,9,Monstars,137.0,Bubba,86.0,2006,Regular
36,10,Crackers,107.0,Crusaders,143.0,2006,Regular
37,10,Street Fighters,86.0,Afternoon Delights,57.0,2006,Regular
38,10,Uncle Bill,58.0,Monstars,113.0,2006,Regular
39,10,Bubba,66.0,Fuzzman,68.0,2006,Regular
40,11,Crusaders,110.0,Afternoon Delights,46.0,2006,Regular
41,11,Crackers,73.0,Fuzzman,84.0,2006,Regular
42,11,Monstars,105.0,Street Fighters,62.0,2006,Regular
43,11,Bubba,56.0,Uncle Bill,45.0,2006,Regular
44,12,Monstars,109.0,Crusaders,108.0,2006,Regular
45,12,Afternoon Delights,97.0,Crackers,75.0,2006,Regular
46,12,Street Fighters,77.0,Bubba,100.0,2006,Regular
47,12,Uncle Bill,64.0,Fuzzman,86.0,2006,Regular
48,13,Crusaders,100.0,Bubba,82.0,2006,Regular
49,13,Crackers,64.0,Monstars,105.0,2006,Regular
50,13,Afternoon Delights,94.0,Fuzzman,72.0,2006,Regular
51,13,Uncle Bill,83.0,Street Fighters,82.0,2006,Regular
52,14,Monstars,103.0,Uncle Bill,101.0,2006,Regular
53,14,Crusaders,127.0,Bubba,65.0,2006,Regular
54,14,Afternoon Delights,80.0,Fuzzman,72.0,2006,Regular
55,14,Crackers,87.0,Street Fighters,64.0,2006,Regular
56,15,Monstars,72.0,Crusaders,82.0,2006,Playoff
57,15,Bubba,96.0,Uncle Bill,44.0,2006,Playoff
58,15,Afternoon Delights,91.0,Crackers,113.0,2006,Playoff
59,15,Fuzzman,57.0,Street Fighters,128.0,2006,Playoff
0,1,Crusaders,70.0,Crackers,88.0,2007,Regular
1,1,Afternoon Delights,94.0,Monstars,96.0,2007,Regular
2,1,Bubba,67.0,Uncle Bill,78.0,2007,Regular
3,1,Street Fighters,133.0,Fuzzman,73.0,2007,Regular
4,2,Afternoon Delights,84.0,Crusaders,77.0,2007,Regular
5,2,Street Fighters,114.0,Bubba,69.0,2007,Regular
6,2,Monstars,133.0,Crackers,113.0,2007,Regular
7,2,Fuzzman,100.0,Uncle Bill,97.0,2007,Regular
8,3,Crusaders,120.0,Monstars,83.0,2007,Regular
9,3,Bubba,74.0,Fuzzman,85.0,2007,Regular
10,3,Crackers,88.0,Afternoon Delights,114.0,2007,Regular
11,3,Uncle Bill,82.0,Street Fighters,94.0,2007,Regular
12,4,Bubba,49.0,Crusaders,59.0,2007,Regular
13,4,Street Fighters,106.0,Monstars,92.0,2007,Regular
14,4,Fuzzman,95.0,Afternoon Delights,37.0,2007,Regular
15,4,Uncle Bill,68.0,Crackers,88.0,2007,Regular
16,5,Crusaders,89.0,Uncle Bill,50.0,2007,Regular
17,5,Monstars,86.0,Fuzzman,84.0,2007,Regular
18,5,Afternoon Delights,72.0,Bubba,79.0,2007,Regular
19,5,Crackers,98.0,Street Fighters,73.0,2007,Regular
20,6,Street Fighters,65.0,Crusaders,87.0,2007,Regular
21,6,Uncle Bill,107.0,Afternoon Delights,62.0,2007,Regular
22,6,Bubba,76.0,Monstars,55.0,2007,Regular
23,6,Fuzzman,121.0,Crackers,138.0,2007,Regular
24,7,Crusaders,63.0,Fuzzman,119.0,2007,Regular
25,7,Afternoon Delights,68.0,Street Fighters,95.0,2007,Regular
26,7,Monstars,76.0,Uncle Bill,45.0,2007,Regular
27,7,Crackers,59.0,Bubba,110.0,2007,Regular
28,8,Crackers,65.0,Crusaders,67.0,2007,Regular
29,8,Monstars,87.0,Afternoon Delights,119.0,2007,Regular
30,8,Uncle Bill,84.0,Bubba,93.0,2007,Regular
31,8,Fuzzman,72.0,Street Fighters,93.0,2007,Regular
32,9,Crusaders,74.0,Afternoon Delights,54.0,2007,Regular
33,9,Bubba,75.0,Street Fighters,127.0,2007,Regular
34,9,Crackers,108.0,Monstars,79.0,2007,Regular
35,9,Uncle Bill,68.0,Fuzzman,92.0,2007,Regular
36,10,Monstars,80.0,Crusaders,78.0,2007,Regular
37,10,Fuzzman,15.0,Bubba,99.0,2007,Regular
38,10,Afternoon Delights,125.0,Crackers,62.0,2007,Regular
39,10,Street Fighters,90.0,Uncle Bill,55.0,2007,Regular
40,11,Crusaders,54.0,Bubba,94.0,2007,Regular
41,11,Monstars,33.0,Street Fighters,153.0,2007,Regular
42,11,Afternoon Delights,59.0,Fuzzman,61.0,2007,Regular
43,11,Crackers,77.0,Uncle Bill,78.0,2007,Regular
44,12,Uncle Bill,92.0,Crusaders,59.0,2007,Regular
45,12,Fuzzman,86.0,Monstars,105.0,2007,Regular
46,12,Bubba,99.0,Afternoon Delights,81.0,2007,Regular
47,12,Street Fighters,79.0,Crackers,89.0,2007,Regular
48,13,Crusaders,95.0,Street Fighters,95.0,2007,Regular
49,13,Afternoon Delights,96.0,Uncle Bill,91.0,2007,Regular
50,13,Monstars,112.0,Bubba,69.0,2007,Regular
51,13,Crackers,101.0,Fuzzman,100.0,2007,Regular
52,14,Street Fighters,98.0,Bubba,107.0,2007,Regular
53,14,Crackers,83.0,Monstars,96.0,2007,Regular
54,14,Fuzzman,75.0,Crusaders,65.0,2007,Regular
55,14,Afternoon Delights,115.0,Uncle Bill,75.0,2007,Regular
56,15,Monstars,70.0,Bubba,78.0,2007,Playoff
57,15,Street Fighters,50.0,Crackers,86.0,2007,Playoff
58,15,Fuzzman,53.0,Afternoon Delights,78.0,2007,Playoff
59,15,Crusaders,61.0,Uncle Bill,70.0,2007,Playoff
0,1,Crusaders,83.0,Crackers,54.0,2008,Regular
1,1,Afternoon Delights,82.0,Monstars,79.0,2008,Regular
2,1,Bubba,100.0,Uncle Bill,52.0,2008,Regular
3,1,Street Fighters,91.0,Fuzzman,72.0,2008,Regular
4,2,Afternoon Delights,101.0,Crusaders,60.0,2008,Regular
5,2,Street Fighters,77.0,Bubba,121.0,2008,Regular
6,2,Monstars,73.0,Crackers,92.0,2008,Regular
7,2,Fuzzman,52.0,Uncle Bill,74.0,2008,Regular
8,3,Crusaders,95.0,Monstars,92.0,2008,Regular
9,3,Bubba,51.0,Fuzzman,54.0,2008,Regular
10,3,Crackers,61.0,Afternoon Delights,75.0,2008,Regular
11,3,Uncle Bill,95.0,Street Fighters,83.0,2008,Regular
12,4,Bubba,93.0,Crusaders,99.0,2008,Regular
13,4,Street Fighters,94.0,Monstars,81.0,2008,Regular
14,4,Fuzzman,91.0,Afternoon Delights,80.0,2008,Regular
15,4,Uncle Bill,96.0,Crackers,82.0,2008,Regular
16,5,Crusaders,82.0,Uncle Bill,99.0,2008,Regular
17,5,Monstars,46.0,Fuzzman,87.0,2008,Regular
18,5,Afternoon Delights,81.0,Bubba,85.0,2008,Regular
19,5,Crackers,88.0,Street Fighters,52.0,2008,Regular
20,6,Street Fighters,84.0,Crusaders,89.0,2008,Regular
21,6,Uncle Bill,110.0,Afternoon Delights,94.0,2008,Regular
22,6,Bubba,43.0,Monstars,90.0,2008,Regular
23,6,Fuzzman,58.0,Crackers,100.0,2008,Regular
24,7,Crusaders,68.0,Fuzzman,57.0,2008,Regular
25,7,Afternoon Delights,110.0,Street Fighters,83.0,2008,Regular
26,7,Monstars,72.0,Uncle Bill,63.0,2008,Regular
27,7,Crackers,96.0,Bubba,46.0,2008,Regular
28,8,Crackers,74.0,Crusaders,110.0,2008,Regular
29,8,Monstars,85.0,Afternoon Delights,100.0,2008,Regular
30,8,Uncle Bill,68.0,Bubba,70.0,2008,Regular
31,8,Fuzzman,89.0,Street Fighters,108.0,2008,Regular
32,9,Crusaders,75.0,Afternoon Delights,86.0,2008,Regular
33,9,Bubba,64.0,Street Fighters,55.0,2008,Regular
34,9,Crackers,89.0,Monstars,58.0,2008,Regular
35,9,Uncle Bill,68.0,Fuzzman,33.0,2008,Regular
36,10,Monstars,73.0,Crusaders,93.0,2008,Regular
37,10,Fuzzman,62.0,Bubba,72.0,2008,Regular
38,10,Afternoon Delights,107.0,Crackers,77.0,2008,Regular
39,10,Street Fighters,95.0,Uncle Bill,108.0,2008,Regular
40,11,Crusaders,76.0,Bubba,75.0,2008,Regular
41,11,Monstars,67.0,Street Fighters,80.0,2008,Regular
42,11,Afternoon Delights,88.0,Fuzzman,91.0,2008,Regular
43,11,Crackers,68.0,Uncle Bill,79.0,2008,Regular
44,12,Uncle Bill,100.0,Crusaders,111.0,2008,Regular
45,12,Fuzzman,60.0,Monstars,96.0,2008,Regular
46,12,Bubba,91.0,Afternoon Delights,95.0,2008,Regular
47,12,Street Fighters,80.0,Crackers,72.0,2008,Regular
48,13,Crusaders,102.0,Street Fighters,89.0,2008,Regular
49,13,Afternoon Delights,72.0,Uncle Bill,116.0,2008,Regular
50,13,Monstars,107.0,Bubba,61.0,2008,Regular
51,13,Crackers,68.0,Fuzzman,83.0,2008,Regular
52,14,Crusaders,84.0,Bubba,77.0,2008,Regular
53,14,Uncle Bill,50.0,Afternoon Delights,86.0,2008,Regular
54,14,Street Fighters,64.0,Crackers,111.0,2008,Regular
55,14,Fuzzman,105.0,Monstars,95.0,2008,Regular
56,15,Crusaders,136.0,Afternoon Delights,85.0,2008,Playoff
57,15,Uncle Bill,75.0,Bubba,52.0,2008,Playoff
58,15,Crackers,68.0,Fuzzman,49.0,2008,Playoff
59,15,Street Fighters,87.0,Monstars,73.0,2008,Playoff
0,1,Crusaders,102.0,Crackers,99.0,2009,Regular
1,1,Monstars,108.0,Bubba,56.0,2009,Regular
2,1,Uncle Bill,71.0,Street Fighters,97.0,2009,Regular
3,1,Waiver Wire,67.0,Hall,94.0,2009,Regular
4,2,Monstars,86.0,Crusaders,75.0,2009,Regular
5,2,Waiver Wire,97.0,Uncle Bill,81.0,2009,Regular
6,2,Bubba,96.0,Crackers,91.0,2009,Regular
7,2,Hall,68.0,Street Fighters,128.0,2009,Regular
8,3,Crusaders,75.0,Bubba,65.0,2009,Regular
9,3,Uncle Bill,92.0,Hall,97.0,2009,Regular
10,3,Crackers,96.0,Monstars,87.0,2009,Regular
11,3,Street Fighters,68.0,Waiver Wire,69.0,2009,Regular
12,4,Uncle Bill,83.0,Crusaders,83.0,2009,Regular
13,4,Waiver Wire,101.0,Bubba,90.0,2009,Regular
14,4,Hall,99.0,Monstars,77.0,2009,Regular
15,4,Street Fighters,62.0,Crackers,89.0,2009,Regular
16,5,Crusaders,94.0,Street Fighters,101.0,2009,Regular
17,5,Bubba,92.0,Hall,67.0,2009,Regular
18,5,Monstars,100.0,Uncle Bill,54.0,2009,Regular
19,5,Crackers,80.0,Waiver Wire,76.0,2009,Regular
20,6,Waiver Wire,94.0,Crusaders,130.0,2009,Regular
21,6,Street Fighters,103.0,Monstars,119.0,2009,Regular
22,6,Uncle Bill,96.0,Bubba,71.0,2009,Regular
23,6,Hall,101.0,Crackers,104.0,2009,Regular
24,7,Crusaders,104.0,Hall,82.0,2009,Regular
25,7,Monstars,119.0,Waiver Wire,115.0,2009,Regular
26,7,Bubba,98.0,Street Fighters,92.0,2009,Regular
27,7,Crackers,87.0,Uncle Bill,99.0,2009,Regular
28,8,Crackers,119.0,Crusaders,99.0,2009,Regular
29,8,Bubba,74.0,Monstars,84.0,2009,Regular
30,8,Street Fighters,81.0,Uncle Bill,119.0,2009,Regular
31,8,Hall,53.0,Waiver Wire,74.0,2009,Regular
32,9,Crusaders,82.0,Monstars,82.0,2009,Regular
33,9,Uncle Bill,116.0,Waiver Wire,95.0,2009,Regular
34,9,Crackers,86.0,Bubba,97.0,2009,Regular
35,9,Street Fighters,109.0,Hall,85.0,2009,Regular
36,10,Bubba,81.0,Crusaders,86.0,2009,Regular
37,10,Hall,111.0,Uncle Bill,139.0,2009,Regular
38,10,Monstars,80.0,Crackers,53.0,2009,Regular
39,10,Waiver Wire,78.0,Street Fighters,65.0,2009,Regular
40,11,Crusaders,101.0,Uncle Bill,88.0,2009,Regular
41,11,Bubba,77.0,Waiver Wire,89.0,2009,Regular
42,11,Monstars,90.0,Hall,89.0,2009,Regular
43,11,Crackers,84.0,Street Fighters,77.0,2009,Regular
44,12,Street Fighters,134.0,Crusaders,88.0,2009,Regular
45,12,Hall,46.0,Bubba,79.0,2009,Regular
46,12,Uncle Bill,105.0,Monstars,69.0,2009,Regular
47,12,Waiver Wire,81.0,Crackers,91.0,2009,Regular
48,13,Crusaders,118.0,Waiver Wire,86.0,2009,Regular
49,13,Monstars,71.0,Street Fighters,81.0,2009,Regular
50,13,Bubba,89.0,Uncle Bill,83.0,2009,Regular
51,13,Crackers,73.0,Hall,95.0,2009,Regular
52,14,Monstars,72.0,Uncle Bill,92.0,2009,Regular
53,14,Crusaders,87.0,Crackers,86.0,2009,Regular
54,14,Street Fighters,139.0,Waiver Wire,90.0,2009,Regular
55,14,Bubba,85.0,Hall,75.0,2009,Regular
56,15,Crusaders,71.0,Uncle Bill,116.0,2009,Playoff
57,15,Monstars,82.0,Crackers,97.0,2009,Playoff
58,15,Street Fighters,77.0,Bubba,73.0,2009,Playoff
59,15,Waiver Wire,96.0,Hall,76.0,2009,Playoff
0,1,Crackers,40.0,Crusaders,69.0,2010,Regular
1,1,Ram Rod,34.0,Monstars,85.0,2010,Regular
2,1,Tommy,77.0,Bubba,59.0,2010,Regular
3,1,Hall,38.0,Uncle Bill,107.0,2010,Regular
4,1,Waiver Wire,54.0,Street Fighters,111.0,2010,Regular
5,2,Crusaders,99.0,Monstars,109.0,2010,Regular
6,2,Bubba,69.0,Crackers,62.0,2010,Regular
7,2,Uncle Bill,85.0,Ram Rod,81.0,2010,Regular
8,2,Street Fighters,89.0,Tommy,52.0,2010,Regular
9,2,Waiver Wire,113.0,Hall,72.0,2010,Regular
10,3,Bubba,51.0,Crusaders,89.0,2010,Regular
11,3,Monstars,119.0,Uncle Bill,96.0,2010,Regular
12,3,Crackers,81.0,Street Fighters,105.0,2010,Regular
13,3,Ram Rod,114.0,Waiver Wire,90.0,2010,Regular
14,3,Tommy,69.0,Hall,83.0,2010,Regular
15,4,Crusaders,100.0,Uncle Bill,38.0,2010,Regular
16,4,Street Fighters,93.0,Bubba,114.0,2010,Regular
